"","name","followers","popularity","uri","link","genres"
"133","Jennifer Hudson",1170898,64,"spotify:artist:35GL8Cu2GKTcHzKGi75xl5","https://api.spotify.com/v1/artists/35GL8Cu2GKTcHzKGi75xl5","dance pop,hip pop,neo soul,pop,r&b,urban contemporary"
"134","Natalie La Rose",104125,56,"spotify:artist:2qdONMCoDngQk0eV4Avs1i","https://api.spotify.com/v1/artists/2qdONMCoDngQk0eV4Avs1i",NA
"135","Jeremih",4566846,82,"spotify:artist:3KV3p5EY4AvKxOlhGHORLg","https://api.spotify.com/v1/artists/3KV3p5EY4AvKxOlhGHORLg","chicago rap,dance pop,hip hop,pop,pop rap,r&b,southern hip hop,trap,urban contemporary"
"136","Felix Jaehn",1040438,82,"spotify:artist:4bL2B6hmLlMWnUEZnorEtG","https://api.spotify.com/v1/artists/4bL2B6hmLlMWnUEZnorEtG","dance pop,edm,electro house,german dance,pop,tropical house"
"137","Jasmine Thompson",745384,74,"spotify:artist:2TL8gYTNgD6nXkyuUdDrMg","https://api.spotify.com/v1/artists/2TL8gYTNgD6nXkyuUdDrMg","neo mellow,pop,viral pop"
"138","Sam Smith",14072592,90,"spotify:artist:2wY79sveU1sp5g7SokKOiI","https://api.spotify.com/v1/artists/2wY79sveU1sp5g7SokKOiI","pop,post-teen pop,uk pop"
"139","Delta Goodrem",167398,58,"spotify:artist:2g6fa86fL6oLcoDqanBbuR","https://api.spotify.com/v1/artists/2g6fa86fL6oLcoDqanBbuR","australian pop,australian talent show,dance pop,europop"
"140","Ariana Grande",51595036,94,"spotify:artist:66CXWjxzNUsdJxJ2JdwvnR","https://api.spotify.com/v1/artists/66CXWjxzNUsdJxJ2JdwvnR","dance pop,pop,post-teen pop"
"141","Peking Duk",201730,61,"spotify:artist:0UZ1nu3kcdNlCoiKRjmSSY","https://api.spotify.com/v1/artists/0UZ1nu3kcdNlCoiKRjmSSY","aussietronica,australian electropop,australian indie,australian pop,edm"
"142","SAFIA",110737,56,"spotify:artist:1y07gMlsfAdz2KOvZzyUTB","https://api.spotify.com/v1/artists/1y07gMlsfAdz2KOvZzyUTB","australian indie,australian pop"
"143","One Direction",18135452,91,"spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq","https://api.spotify.com/v1/artists/4AK6F7OLvEQ5QYCBNiQWHq","boy band,pop,post-teen pop,talent show"
"144","Nick Jonas",6662920,72,"spotify:artist:4Rxn7Im3LGfyRkY2FlHhWi","https://api.spotify.com/v1/artists/4Rxn7Im3LGfyRkY2FlHhWi","dance pop,pop,pop rock,post-teen pop,viral pop"
"145","AronChupa",321082,67,"spotify:artist:5vCOdeiQt9LyzdI87kt5Sh","https://api.spotify.com/v1/artists/5vCOdeiQt9LyzdI87kt5Sh","swedish pop"
"146","Sia",17564168,89,"spotify:artist:5WUlDfRSoLAfcVSX1WnrxN","https://api.spotify.com/v1/artists/5WUlDfRSoLAfcVSX1WnrxN","australian dance,australian pop,dance pop,pop"
"147","Aston Merrygold",18568,38,"spotify:artist:0PHiin6bQggP8WzI7LgTtr","https://api.spotify.com/v1/artists/0PHiin6bQggP8WzI7LgTtr",NA
"148","Fetty Wap",3895867,77,"spotify:artist:6PXS4YHDkKvl1wkIl4V8DL","https://api.spotify.com/v1/artists/6PXS4YHDkKvl1wkIl4V8DL","new jersey rap,pop rap,rap,southern hip hop,trap"
"149","Jessie J",7876882,76,"spotify:artist:2gsggkzM5R49q6jpPvazou","https://api.spotify.com/v1/artists/2gsggkzM5R49q6jpPvazou","dance pop,pop,pop rap,post-teen pop,uk pop"
"150","OMI",552534,69,"spotify:artist:5MouCg6ta7zAxsfMEbc1uh","https://api.spotify.com/v1/artists/5MouCg6ta7zAxsfMEbc1uh","dance pop"
"151","Marcus Marr",36215,50,"spotify:artist:6l5dAUNRhHnRSPPmRJSKQr","https://api.spotify.com/v1/artists/6l5dAUNRhHnRSPPmRJSKQr","uk alternative pop"
"152","Chet Faker",98762,69,"spotify:artist:6UcJxoeHWWWyT5HZP064om","https://api.spotify.com/v1/artists/6UcJxoeHWWWyT5HZP064om","art pop,indietronica"
"153","Hermitude",234698,63,"spotify:artist:3fmMaLC5jjf2N4EC2kTx0u","https://api.spotify.com/v1/artists/3fmMaLC5jjf2N4EC2kTx0u","australian dance,australian hip hop,downtempo,edm,escape room"
"154","Mataya",905,56,"spotify:artist:6JW55AQgf9M9SZgzZou2NQ","https://api.spotify.com/v1/artists/6JW55AQgf9M9SZgzZou2NQ",NA
"155","TAPZ",4597,53,"spotify:artist:7p54hwKypG19lucXWyQdGG","https://api.spotify.com/v1/artists/7p54hwKypG19lucXWyQdGG","escape room"
"156","Queens of the Stone Age",2424097,74,"spotify:artist:4pejUc4iciQfgdX6OKulQn","https://api.spotify.com/v1/artists/4pejUc4iciQfgdX6OKulQn","alternative metal,alternative rock,blues rock,modern rock,nu metal,palm desert scene,rock,stoner metal,stoner rock"
"157","Grinspoon",110399,55,"spotify:artist:04qi4CymYf3E50Mt2na4QS","https://api.spotify.com/v1/artists/04qi4CymYf3E50Mt2na4QS","australian alternative rock,australian hip hop,australian psych,australian rock"
"158","The Waifs",76133,48,"spotify:artist:5uKeKhwXi2w5cXdtoSaqjz","https://api.spotify.com/v1/artists/5uKeKhwXi2w5cXdtoSaqjz","australian alternative rock,australian indie,australian rock,indie folk"
"159","1200 Techniques",7005,30,"spotify:artist:68dvanztYfzQtO0lqhljWS","https://api.spotify.com/v1/artists/68dvanztYfzQtO0lqhljWS","australian alternative rock,australian hip hop,australian underground hip hop"
"160","The Vines",243893,53,"spotify:artist:7vkiEK5D7Gf0z4M1Va0CXD","https://api.spotify.com/v1/artists/7vkiEK5D7Gf0z4M1Va0CXD","alternative rock,dance-punk,garage rock,modern rock,punk blues,rock"
"161","Machine Gun Fellatio",26783,41,"spotify:artist:5aVKsCIE4jsTKODYwjVVLK","https://api.spotify.com/v1/artists/5aVKsCIE4jsTKODYwjVVLK","australian alternative rock,australian rock"
"162","Eminem",38585039,94,"spotify:artist:7dGJo4pcD2V6oG8kP0tJRR","https://api.spotify.com/v1/artists/7dGJo4pcD2V6oG8kP0tJRR","detroit hip hop,hip hop,rap"
"163","Machine Gun Fellatio",26783,41,"spotify:artist:5aVKsCIE4jsTKODYwjVVLK","https://api.spotify.com/v1/artists/5aVKsCIE4jsTKODYwjVVLK","australian alternative rock,australian rock"
"164","Red Hot Chili Peppers",14485845,86,"spotify:artist:0L8ExT028jH3ddEcZwqJJ5","https://api.spotify.com/v1/artists/0L8ExT028jH3ddEcZwqJJ5","alternative rock,funk metal,funk rock,permanent wave,rock"
"165","Silverchair",802179,64,"spotify:artist:4iudEcmuPlYNdbP3e1bdn1","https://api.spotify.com/v1/artists/4iudEcmuPlYNdbP3e1bdn1","alternative metal,alternative rock,australian alternative rock,australian psych,grunge,nu metal,pop rock,post-grunge,rock"
"166","Foo Fighters",8025267,81,"spotify:artist:7jy3rLJdDQY21OgRLCZ9sD","https://api.spotify.com/v1/artists/7jy3rLJdDQY21OgRLCZ9sD","alternative metal,alternative rock,modern rock,permanent wave,post-grunge,rock"
"167","Nirvana",11396259,83,"spotify:artist:6olE6TJLqED3rqDCT0FyPh","https://api.spotify.com/v1/artists/6olE6TJLqED3rqDCT0FyPh","alternative rock,grunge,permanent wave,rock"
"168","Foo Fighters",8025267,81,"spotify:artist:7jy3rLJdDQY21OgRLCZ9sD","https://api.spotify.com/v1/artists/7jy3rLJdDQY21OgRLCZ9sD","alternative metal,alternative rock,modern rock,permanent wave,post-grunge,rock"
"169","Grinspoon",110399,55,"spotify:artist:04qi4CymYf3E50Mt2na4QS","https://api.spotify.com/v1/artists/04qi4CymYf3E50Mt2na4QS","australian alternative rock,australian hip hop,australian psych,australian rock"
"170","Grinspoon",110399,55,"spotify:artist:04qi4CymYf3E50Mt2na4QS","https://api.spotify.com/v1/artists/04qi4CymYf3E50Mt2na4QS","australian alternative rock,australian hip hop,australian psych,australian rock"
"171","Red Hot Chili Peppers",14485845,86,"spotify:artist:0L8ExT028jH3ddEcZwqJJ5","https://api.spotify.com/v1/artists/0L8ExT028jH3ddEcZwqJJ5","alternative rock,funk metal,funk rock,permanent wave,rock"
"172","Eminem",38585039,94,"spotify:artist:7dGJo4pcD2V6oG8kP0tJRR","https://api.spotify.com/v1/artists/7dGJo4pcD2V6oG8kP0tJRR","detroit hip hop,hip hop,rap"
"173","System Of A Down",6551013,81,"spotify:artist:5eAWCfyUhZtHHtBdNk56l1","https://api.spotify.com/v1/artists/5eAWCfyUhZtHHtBdNk56l1","alternative metal,nu metal,rap metal"
"174","The Vines",243893,53,"spotify:artist:7vkiEK5D7Gf0z4M1Va0CXD","https://api.spotify.com/v1/artists/7vkiEK5D7Gf0z4M1Va0CXD","alternative rock,dance-punk,garage rock,modern rock,punk blues,rock"
"175","Audioslave",2947757,73,"spotify:artist:2ziB7fzrXBoh1HUPS6sVFn","https://api.spotify.com/v1/artists/2ziB7fzrXBoh1HUPS6sVFn","alternative metal,alternative rock,modern rock,nu metal,permanent wave,post-grunge,rock,supergroup"
"176","The Vines",243893,53,"spotify:artist:7vkiEK5D7Gf0z4M1Va0CXD","https://api.spotify.com/v1/artists/7vkiEK5D7Gf0z4M1Va0CXD","alternative rock,dance-punk,garage rock,modern rock,punk blues,rock"
"177","Ben Lee",44124,51,"spotify:artist:06y1hH4hu3rcTUXHJevPCf","https://api.spotify.com/v1/artists/06y1hH4hu3rcTUXHJevPCf","australian alternative rock,australian pop,australian rock,pop rock"
"178","Foo Fighters",8025267,81,"spotify:artist:7jy3rLJdDQY21OgRLCZ9sD","https://api.spotify.com/v1/artists/7jy3rLJdDQY21OgRLCZ9sD","alternative metal,alternative rock,modern rock,permanent wave,post-grunge,rock"
"179","Weezer",2115590,76,"spotify:artist:3jOstUTkEu2JkjvRdBA5Gu","https://api.spotify.com/v1/artists/3jOstUTkEu2JkjvRdBA5Gu","alternative rock,modern power pop,modern rock,permanent wave,pop punk,pop rock,rock"
"180","Silverchair",802179,64,"spotify:artist:4iudEcmuPlYNdbP3e1bdn1","https://api.spotify.com/v1/artists/4iudEcmuPlYNdbP3e1bdn1","alternative metal,alternative rock,australian alternative rock,australian psych,grunge,nu metal,pop rock,post-grunge,rock"
"181","John Butler Trio",402475,59,"spotify:artist:6fBF4MULW5yMzyGaon1kUt","https://api.spotify.com/v1/artists/6fBF4MULW5yMzyGaon1kUt","australian rock,banjo"
"182","Pearl Jam",6090105,80,"spotify:artist:1w5Kfo2jwwIPruYS2UWh56","https://api.spotify.com/v1/artists/1w5Kfo2jwwIPruYS2UWh56","alternative rock,grunge,permanent wave,pop rock,rock"
"183","Motor Ace",9422,31,"spotify:artist:1m0nEaW7JgNczyYZGUYLcu","https://api.spotify.com/v1/artists/1m0nEaW7JgNczyYZGUYLcu","australian alternative rock"
"184","The Vines",243893,53,"spotify:artist:7vkiEK5D7Gf0z4M1Va0CXD","https://api.spotify.com/v1/artists/7vkiEK5D7Gf0z4M1Va0CXD","alternative rock,dance-punk,garage rock,modern rock,punk blues,rock"
"185","Bodyjar",24751,44,"spotify:artist:2LyXoG111QdqfI0HLYQgvS","https://api.spotify.com/v1/artists/2LyXoG111QdqfI0HLYQgvS","australian alternative rock,skate punk"
"186","George",7891,34,"spotify:artist:5btCRpy3MmqEeGcm6PlOrA","https://api.spotify.com/v1/artists/5btCRpy3MmqEeGcm6PlOrA",NA
"187","The Hives",551943,63,"spotify:artist:4DToQR3aKrHQSSRzSz8Nzt","https://api.spotify.com/v1/artists/4DToQR3aKrHQSSRzSz8Nzt","alternative rock,dance-punk,garage rock,garage rock revival,modern rock,new rave,rock,swedish garage rock,swedish hard rock,swedish indie rock"
"188","Shihad",28610,44,"spotify:artist:3HmMT81W29LjSKNjl1Iy1s","https://api.spotify.com/v1/artists/3HmMT81W29LjSKNjl1Iy1s","australian alternative rock,kiwi rock,nz metal"
"189","Silverchair",802179,64,"spotify:artist:4iudEcmuPlYNdbP3e1bdn1","https://api.spotify.com/v1/artists/4iudEcmuPlYNdbP3e1bdn1","alternative metal,alternative rock,australian alternative rock,australian psych,grunge,nu metal,pop rock,post-grunge,rock"
"190","Waikiki",631,14,"spotify:artist:7HSUxATnvLixRKlhbYf1Xb","https://api.spotify.com/v1/artists/7HSUxATnvLixRKlhbYf1Xb","australian alternative rock"
"191","System Of A Down",6551013,81,"spotify:artist:5eAWCfyUhZtHHtBdNk56l1","https://api.spotify.com/v1/artists/5eAWCfyUhZtHHtBdNk56l1","alternative metal,nu metal,rap metal"
"192","The Drugs",171,6,"spotify:artist:6e6vN9x2CDRbcUW3YsMuCB","https://api.spotify.com/v1/artists/6e6vN9x2CDRbcUW3YsMuCB","australian alternative rock"
"193","Coldplay",27427378,89,"spotify:artist:4gzpq5DPGxSnKTe4SA8HAU","https://api.spotify.com/v1/artists/4gzpq5DPGxSnKTe4SA8HAU","permanent wave,pop"
"194","The Whitlams",54091,46,"spotify:artist:2fczAptz6g62e12F9LxYI6","https://api.spotify.com/v1/artists/2fczAptz6g62e12F9LxYI6","australian alternative rock,australian rock,piano rock"
"195","28 Days",26498,42,"spotify:artist:0NXVGrFkPu0Cohh3BJV5Wx","https://api.spotify.com/v1/artists/0NXVGrFkPu0Cohh3BJV5Wx","australian alternative rock,australian hip hop,australian rock"
"196","The Streets",340397,62,"spotify:artist:4GvOygVQquMaPm8oAc0vXi","https://api.spotify.com/v1/artists/4GvOygVQquMaPm8oAc0vXi","birmingham hip hop,grime,modern rock,uk garage"
"197","George",7891,34,"spotify:artist:5btCRpy3MmqEeGcm6PlOrA","https://api.spotify.com/v1/artists/5btCRpy3MmqEeGcm6PlOrA",NA
"198","Queens of the Stone Age",2424097,74,"spotify:artist:4pejUc4iciQfgdX6OKulQn","https://api.spotify.com/v1/artists/4pejUc4iciQfgdX6OKulQn","alternative metal,alternative rock,blues rock,modern rock,nu metal,palm desert scene,rock,stoner metal,stoner rock"
"199","Darren Hanlon",5755,27,"spotify:artist:0e1rRNkYxmrlDewTwmpA6K","https://api.spotify.com/v1/artists/0e1rRNkYxmrlDewTwmpA6K","australian alternative rock,australian indie,australian singer-songwriter"
"200","N.E.R.D",608514,63,"spotify:artist:5wPoxI5si3eJsYYwyXV4Wi","https://api.spotify.com/v1/artists/5wPoxI5si3eJsYYwyXV4Wi","hip hop,virginia hip hop"
"201","Grinspoon",110399,55,"spotify:artist:04qi4CymYf3E50Mt2na4QS","https://api.spotify.com/v1/artists/04qi4CymYf3E50Mt2na4QS","australian alternative rock,australian hip hop,australian psych,australian rock"
"202","Queens of the Stone Age",2424097,74,"spotify:artist:4pejUc4iciQfgdX6OKulQn","https://api.spotify.com/v1/artists/4pejUc4iciQfgdX6OKulQn","alternative metal,alternative rock,blues rock,modern rock,nu metal,palm desert scene,rock,stoner metal,stoner rock"
"203","Jurassic 5",317839,59,"spotify:artist:6wFId9Jhuf9AKVzWboOj2B","https://api.spotify.com/v1/artists/6wFId9Jhuf9AKVzWboOj2B","alternative hip hop,hardcore hip hop,hip hop,rap,turntablism"
"204","Jamiroquai",1600031,71,"spotify:artist:6J7biCazzYhU3gM9j1wfid","https://api.spotify.com/v1/artists/6J7biCazzYhU3gM9j1wfid","dance pop"
"205","The Living End",96310,54,"spotify:artist:3ExT45ORJ8pT516HRZbr7G","https://api.spotify.com/v1/artists/3ExT45ORJ8pT516HRZbr7G","australian alternative rock,australian rock,australian ska,punk,skate punk"
"206","Basement Jaxx",397179,60,"spotify:artist:4YrKBkKSVeqDamzBPWVnSJ","https://api.spotify.com/v1/artists/4YrKBkKSVeqDamzBPWVnSJ","alternative dance,big beat,disco house,electronica,new rave,vocal house"
"207","The Androids",392,4,"spotify:artist:3gSQMc7SuKiKJRXXOfg1KZ","https://api.spotify.com/v1/artists/3gSQMc7SuKiKJRXXOfg1KZ",NA
"208","Foo Fighters",8025267,81,"spotify:artist:7jy3rLJdDQY21OgRLCZ9sD","https://api.spotify.com/v1/artists/7jy3rLJdDQY21OgRLCZ9sD","alternative metal,alternative rock,modern rock,permanent wave,post-grunge,rock"
"209","Queens of the Stone Age",2424097,74,"spotify:artist:4pejUc4iciQfgdX6OKulQn","https://api.spotify.com/v1/artists/4pejUc4iciQfgdX6OKulQn","alternative metal,alternative rock,blues rock,modern rock,nu metal,palm desert scene,rock,stoner metal,stoner rock"
"210","Jamiroquai",1600031,71,"spotify:artist:6J7biCazzYhU3gM9j1wfid","https://api.spotify.com/v1/artists/6J7biCazzYhU3gM9j1wfid","dance pop"
"211","Beverley Knight",53893,51,"spotify:artist:30AzZL0valZQ62OIQiFWvk","https://api.spotify.com/v1/artists/30AzZL0valZQ62OIQiFWvk","british soul,neo soul"
"212","Gordon Gano",942,29,"spotify:artist:2vaRNo2C9WlMNgKN2LJOL4","https://api.spotify.com/v1/artists/2vaRNo2C9WlMNgKN2LJOL4",NA
"213","PJ Harvey",661945,63,"spotify:artist:12VaqyEhgwDRuFfEqbnrpz","https://api.spotify.com/v1/artists/12VaqyEhgwDRuFfEqbnrpz","alternative rock,art pop,art rock,chamber psych,indie rock,lilith,melancholia,permanent wave,piano rock,rock,singer-songwriter"
"214","Frank Ferrer",166,10,"spotify:artist:2KotZFEhAwAsYDDfdp84Dg","https://api.spotify.com/v1/artists/2KotZFEhAwAsYDDfdp84Dg",NA
"215","Machine Gun Fellatio",26783,41,"spotify:artist:5aVKsCIE4jsTKODYwjVVLK","https://api.spotify.com/v1/artists/5aVKsCIE4jsTKODYwjVVLK","australian alternative rock,australian rock"
"216","Elvis Presley",4688355,81,"spotify:artist:43ZHCT0cAZBISjO8DG9PnE","https://api.spotify.com/v1/artists/43ZHCT0cAZBISjO8DG9PnE","rock-and-roll,rockabilly"
"217","Junkie XL",73518,66,"spotify:artist:5svDnd8joFhbpbA3Ar0CfN","https://api.spotify.com/v1/artists/5svDnd8joFhbpbA3Ar0CfN","big beat,soundtrack"
"218","Moby",1310607,73,"spotify:artist:3OsRAKCvk37zwYcnzRf5XF","https://api.spotify.com/v1/artists/3OsRAKCvk37zwYcnzRf5XF","downtempo,electronica"
"219","Silverchair",802179,64,"spotify:artist:4iudEcmuPlYNdbP3e1bdn1","https://api.spotify.com/v1/artists/4iudEcmuPlYNdbP3e1bdn1","alternative metal,alternative rock,australian alternative rock,australian psych,grunge,nu metal,pop rock,post-grunge,rock"
"220","Something For Kate",59275,47,"spotify:artist:47yawJswuSfSvizYhItoOP","https://api.spotify.com/v1/artists/47yawJswuSfSvizYhItoOP","australian alternative rock,australian indie,australian rock"
"221","Gomez",90139,49,"spotify:artist:4zPGlyitRvJo7iz6OKlETa","https://api.spotify.com/v1/artists/4zPGlyitRvJo7iz6OKlETa","britpop,pop rock"
"222","Area-7",6359,33,"spotify:artist:01HH0MeCU5B1FXwt2EyZlh","https://api.spotify.com/v1/artists/01HH0MeCU5B1FXwt2EyZlh","australian ska"
"223","Augie March",21443,44,"spotify:artist:0vntgse6gPZfthoW8kTTlR","https://api.spotify.com/v1/artists/0vntgse6gPZfthoW8kTTlR","australian alternative rock,australian indie,australian rock,melbourne indie"
"224","Waikiki",631,14,"spotify:artist:7HSUxATnvLixRKlhbYf1Xb","https://api.spotify.com/v1/artists/7HSUxATnvLixRKlhbYf1Xb","australian alternative rock"
"225","Black Rebel Motorcycle Club",427272,59,"spotify:artist:1tpXaFf2F55E7kVJON4j4G","https://api.spotify.com/v1/artists/1tpXaFf2F55E7kVJON4j4G","alternative rock,blues rock,dance-punk,garage rock,garage rock revival,indie rock,modern alternative rock,modern blues rock,modern rock,permanent wave,rock"
"226","Coldplay",27427378,89,"spotify:artist:4gzpq5DPGxSnKTe4SA8HAU","https://api.spotify.com/v1/artists/4gzpq5DPGxSnKTe4SA8HAU","permanent wave,pop"
"227","Frenzal Rhomb",38194,45,"spotify:artist:4cxBQR2C44tnfQ74lpFN7N","https://api.spotify.com/v1/artists/4cxBQR2C44tnfQ74lpFN7N","australian alternative rock,melodic hardcore,punk,skate punk"
"228","Basement Jaxx",397179,60,"spotify:artist:4YrKBkKSVeqDamzBPWVnSJ","https://api.spotify.com/v1/artists/4YrKBkKSVeqDamzBPWVnSJ","alternative dance,big beat,disco house,electronica,new rave,vocal house"
"229","Audioslave",2947757,73,"spotify:artist:2ziB7fzrXBoh1HUPS6sVFn","https://api.spotify.com/v1/artists/2ziB7fzrXBoh1HUPS6sVFn","alternative metal,alternative rock,modern rock,nu metal,permanent wave,post-grunge,rock,supergroup"
"230","Weezer",2115590,76,"spotify:artist:3jOstUTkEu2JkjvRdBA5Gu","https://api.spotify.com/v1/artists/3jOstUTkEu2JkjvRdBA5Gu","alternative rock,modern power pop,modern rock,permanent wave,pop punk,pop rock,rock"
"231","Sonic Animation",1573,10,"spotify:artist:7C38YmTDVkrMNNtC1A34A6","https://api.spotify.com/v1/artists/7C38YmTDVkrMNNtC1A34A6",NA
"232","Ms. Dynamite",57228,56,"spotify:artist:42qLC3FgtazA9AvaIoiP62","https://api.spotify.com/v1/artists/42qLC3FgtazA9AvaIoiP62","uk garage"
"233","Silverchair",802179,64,"spotify:artist:4iudEcmuPlYNdbP3e1bdn1","https://api.spotify.com/v1/artists/4iudEcmuPlYNdbP3e1bdn1","alternative metal,alternative rock,australian alternative rock,australian psych,grunge,nu metal,pop rock,post-grunge,rock"
"234","The Streets",340397,62,"spotify:artist:4GvOygVQquMaPm8oAc0vXi","https://api.spotify.com/v1/artists/4GvOygVQquMaPm8oAc0vXi","birmingham hip hop,grime,modern rock,uk garage"
"235","Badly Drawn Boy",95096,52,"spotify:artist:244fcyNSuyhbRlMGfMbYrO","https://api.spotify.com/v1/artists/244fcyNSuyhbRlMGfMbYrO","britpop,chamber pop,chamber psych,melancholia,pop rock"
"236","You Am I",41343,47,"spotify:artist:7GvCdRq4iHNQDsGlPWOycw","https://api.spotify.com/v1/artists/7GvCdRq4iHNQDsGlPWOycw","australian alternative rock,australian indie,australian rock"
"237","The Waifs",76133,48,"spotify:artist:5uKeKhwXi2w5cXdtoSaqjz","https://api.spotify.com/v1/artists/5uKeKhwXi2w5cXdtoSaqjz","australian alternative rock,australian indie,australian rock,indie folk"
"238","Queens of the Stone Age",2424097,74,"spotify:artist:4pejUc4iciQfgdX6OKulQn","https://api.spotify.com/v1/artists/4pejUc4iciQfgdX6OKulQn","alternative metal,alternative rock,blues rock,modern rock,nu metal,palm desert scene,rock,stoner metal,stoner rock"
"239","Ben Harper",753489,67,"spotify:artist:45lorWzrKLxfKlWpV7r9CN","https://api.spotify.com/v1/artists/45lorWzrKLxfKlWpV7r9CN","neo mellow,pop rock"
"240","28 Days",26498,42,"spotify:artist:0NXVGrFkPu0Cohh3BJV5Wx","https://api.spotify.com/v1/artists/0NXVGrFkPu0Cohh3BJV5Wx","australian alternative rock,australian hip hop,australian rock"
"241","Oasis",5579769,81,"spotify:artist:2DaxqgrOhkeH0fpeiQq2f4","https://api.spotify.com/v1/artists/2DaxqgrOhkeH0fpeiQq2f4","beatlesque,britpop,madchester,modern rock,permanent wave,rock"
"242","The Chemical Brothers",1460789,67,"spotify:artist:1GhPHrq36VKCY3ucVaZCfo","https://api.spotify.com/v1/artists/1GhPHrq36VKCY3ucVaZCfo","alternative dance,big beat,breakbeat,electronica,new rave,rave"
"243","Eminem",38585039,94,"spotify:artist:7dGJo4pcD2V6oG8kP0tJRR","https://api.spotify.com/v1/artists/7dGJo4pcD2V6oG8kP0tJRR","detroit hip hop,hip hop,rap"
"244","System Of A Down",6551013,81,"spotify:artist:5eAWCfyUhZtHHtBdNk56l1","https://api.spotify.com/v1/artists/5eAWCfyUhZtHHtBdNk56l1","alternative metal,nu metal,rap metal"
"245","Groove Armada",478832,64,"spotify:artist:67tgMwUfnmqzYsNAtnP6YJ","https://api.spotify.com/v1/artists/67tgMwUfnmqzYsNAtnP6YJ","big beat,disco house,electronica,nu jazz,nu skool breaks,trip hop"
"246","Badly Drawn Boy",95096,52,"spotify:artist:244fcyNSuyhbRlMGfMbYrO","https://api.spotify.com/v1/artists/244fcyNSuyhbRlMGfMbYrO","britpop,chamber pop,chamber psych,melancholia,pop rock"
"247","Rocket Science",2501,23,"spotify:artist:2xKfgoob6ZQJL3U8pqt1Hb","https://api.spotify.com/v1/artists/2xKfgoob6ZQJL3U8pqt1Hb","australian alternative rock"
"248","Antiskeptic",2930,18,"spotify:artist:6Z1WDe0Jk0WhajIxyRLIkp","https://api.spotify.com/v1/artists/6Z1WDe0Jk0WhajIxyRLIkp","australian alternative rock"
"249","Tori Amos",499281,60,"spotify:artist:1KsASRNugxU85T0u6zSg32","https://api.spotify.com/v1/artists/1KsASRNugxU85T0u6zSg32","art pop,ectofolk,folk,lilith,melancholia,new wave pop,permanent wave,piano rock,pop rock,singer-songwriter"
"250","Spiderbait",92873,55,"spotify:artist:6P7kkhED6EPrfoZuxz20Fo","https://api.spotify.com/v1/artists/6P7kkhED6EPrfoZuxz20Fo","australian alternative rock,australian rock"
