"","playlist_uri","album","album_uri","artist","artist_uri","disc_number","duration_ms","name","popularity","explicit","uri","link"
"2807","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","Happy Hour","spotify:album:2MyLXLijtCj7VKGzBM7dyW","Uncle Kracker","spotify:artist:2DnqqkzzDKm3vAoyHtn8So",1,201626,"Smile",69,FALSE,"spotify:track:4ZC8hXXqu2hPcDLw9QTdtQ","https://api.spotify.com/v1/tracks/4ZC8hXXqu2hPcDLw9QTdtQ"
"2808","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","F.A.M.E. (Expanded Edition)","spotify:album:6df0qvkMXoyHGt9J8cujZb","Chris Brown","spotify:artist:7bXgB6jMjp9ATFy66eO08Z",1,241666,"Yeah 3x",70,TRUE,"spotify:track:2QtxlzvSBONjs1bDC34ixs","https://api.spotify.com/v1/tracks/2QtxlzvSBONjs1bDC34ixs"
"2809","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","Conditions","spotify:album:7paONJrxLEvBVtKUUd8AZ3","The Temper Trap","spotify:artist:4W48hZAnAHVOC2c8WH8pcq",1,236333,"Sweet Disposition",0,FALSE,"spotify:track:6mNDLlxVYjKleyb2Ley6Pl","https://api.spotify.com/v1/tracks/6mNDLlxVYjKleyb2Ley6Pl"
"2810","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","Barbra Streisand","spotify:album:4T7mrief1c7nZ1EqzgM4iV","Duck Sauce","spotify:artist:0q8J3Yj810t5cpAYEJ7gxt",1,194531,"Barbra Streisand - Radio Edit",45,FALSE,"spotify:track:4P57hnx1SK88ULEcQls2vV","https://api.spotify.com/v1/tracks/4P57hnx1SK88ULEcQls2vV"
"2811","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","Shock Value II","spotify:album:5FK6borHO8QcztXhXCPn5H","Timbaland","spotify:artist:5Y5TRrQiqgUO4S36tzjIRZ",1,292706,"If We Ever Meet Again (Featuring Katy Perry)",64,FALSE,"spotify:track:360UM2DaiHZPRu0EsrOvMp","https://api.spotify.com/v1/tracks/360UM2DaiHZPRu0EsrOvMp"
"2812","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","Shock Value II","spotify:album:5FK6borHO8QcztXhXCPn5H","Katy Perry","spotify:artist:6jJ0s89eD6GaHleKKya26X",1,292706,"If We Ever Meet Again (Featuring Katy Perry)",64,FALSE,"spotify:track:360UM2DaiHZPRu0EsrOvMp","https://api.spotify.com/v1/tracks/360UM2DaiHZPRu0EsrOvMp"
"2813","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","3 Words","spotify:album:3ao7El5qj953dxb01PBhPG","Cheryl","spotify:artist:3NyNPJaemMYsL14DK2tO01",1,273560,"3 Words",43,FALSE,"spotify:track:1oVW2OSHLFo01CUih7sonk","https://api.spotify.com/v1/tracks/1oVW2OSHLFo01CUih7sonk"
"2814","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","3 Words","spotify:album:3ao7El5qj953dxb01PBhPG","will.i.am","spotify:artist:085pc2PYOi8bGKj0PNjekA",1,273560,"3 Words",43,FALSE,"spotify:track:1oVW2OSHLFo01CUih7sonk","https://api.spotify.com/v1/tracks/1oVW2OSHLFo01CUih7sonk"
"2815","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","Introducing","spotify:album:7J39iUgfJHtgDEujvpT30C","Stan Walker","spotify:artist:7fRw4ouudxR1jHgyrTIKuY",1,209253,"Black Box",47,FALSE,"spotify:track:3dovg4Mfj5EksLrMPrIzSj","https://api.spotify.com/v1/tracks/3dovg4Mfj5EksLrMPrIzSj"
"2816","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","Planet Pit","spotify:album:3K3wPSsFq3jt0tgZXerYma","Pitbull","spotify:artist:0TnOYISbd1XYRBk9myaseg",1,234453,"Hey Baby (Drop It to the Floor) (feat. T-Pain)",41,FALSE,"spotify:track:7qdwxPtreqBCc41dLR7hCl","https://api.spotify.com/v1/tracks/7qdwxPtreqBCc41dLR7hCl"
"2817","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","Planet Pit","spotify:album:3K3wPSsFq3jt0tgZXerYma","T-Pain","spotify:artist:3aQeKQSyrW4qWr35idm0cy",1,234453,"Hey Baby (Drop It to the Floor) (feat. T-Pain)",41,FALSE,"spotify:track:7qdwxPtreqBCc41dLR7hCl","https://api.spotify.com/v1/tracks/7qdwxPtreqBCc41dLR7hCl"
"2818","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","All Or Nothing","spotify:album:3v0AeWgJPrdPPZGt1tS2s0","Jay Sean","spotify:artist:4pADjHPWyrlAF0FA7joK2H",1,210306,"Do You Remember",69,FALSE,"spotify:track:7yws3pF3FFguwT2Psi6c15","https://api.spotify.com/v1/tracks/7yws3pF3FFguwT2Psi6c15"
"2819","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","All Or Nothing","spotify:album:3v0AeWgJPrdPPZGt1tS2s0","Sean Paul","spotify:artist:3Isy6kedDrgPYoTS1dazA9",1,210306,"Do You Remember",69,FALSE,"spotify:track:7yws3pF3FFguwT2Psi6c15","https://api.spotify.com/v1/tracks/7yws3pF3FFguwT2Psi6c15"
"2820","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","All Or Nothing","spotify:album:3v0AeWgJPrdPPZGt1tS2s0","Lil Jon","spotify:artist:7sfl4Xt5KmfyDs2T3SVSMK",1,210306,"Do You Remember",69,FALSE,"spotify:track:7yws3pF3FFguwT2Psi6c15","https://api.spotify.com/v1/tracks/7yws3pF3FFguwT2Psi6c15"
"2821","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","Lungs (Deluxe Version)","spotify:album:1rLLyY5p6HXNl2lKzINWp5","Florence + The Machine","spotify:artist:1moxjboGR7GNWYIMWsRjgG",1,168666,"You've Got The Love",70,FALSE,"spotify:track:244AvzGQ4Ksa5637JQu5Gy","https://api.spotify.com/v1/tracks/244AvzGQ4Ksa5637JQu5Gy"
"2822","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","Crazy Love","spotify:album:3MXDonOIzrIrCh0HvlACyj","Michael Bublé","spotify:artist:1GxkXlMwML1oSg5eLPiAz3",1,244586,"Haven't Met You Yet",72,FALSE,"spotify:track:4fIWvT19w9PR0VVBuPYpWA","https://api.spotify.com/v1/tracks/4fIWvT19w9PR0VVBuPYpWA"
"2823","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","To The Sky","spotify:album:09z9vmYEO8levsGRqEgg8P","Kevin Rudolf","spotify:artist:0Chxmm4XMM87mJOHvyiUzL",1,249546,"I Made It (Cash Money Heroes)",54,TRUE,"spotify:track:6H2wnX7ytNeCKERIVqCwgs","https://api.spotify.com/v1/tracks/6H2wnX7ytNeCKERIVqCwgs"
"2824","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","To The Sky","spotify:album:09z9vmYEO8levsGRqEgg8P","Birdman","spotify:artist:35sCXuy5gN6Or69rZ9vqBs",1,249546,"I Made It (Cash Money Heroes)",54,TRUE,"spotify:track:6H2wnX7ytNeCKERIVqCwgs","https://api.spotify.com/v1/tracks/6H2wnX7ytNeCKERIVqCwgs"
"2825","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","To The Sky","spotify:album:09z9vmYEO8levsGRqEgg8P","Jay Sean","spotify:artist:4pADjHPWyrlAF0FA7joK2H",1,249546,"I Made It (Cash Money Heroes)",54,TRUE,"spotify:track:6H2wnX7ytNeCKERIVqCwgs","https://api.spotify.com/v1/tracks/6H2wnX7ytNeCKERIVqCwgs"
"2826","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","To The Sky","spotify:album:09z9vmYEO8levsGRqEgg8P","Lil Wayne","spotify:artist:55Aa2cqylxrFIXC767Z865",1,249546,"I Made It (Cash Money Heroes)",54,TRUE,"spotify:track:6H2wnX7ytNeCKERIVqCwgs","https://api.spotify.com/v1/tracks/6H2wnX7ytNeCKERIVqCwgs"
"2827","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","All Or Nothing","spotify:album:3v0AeWgJPrdPPZGt1tS2s0","Jay Sean","spotify:artist:4pADjHPWyrlAF0FA7joK2H",1,212106,"Down",79,FALSE,"spotify:track:7LP4Es66zdY7CyjepqmvAg","https://api.spotify.com/v1/tracks/7LP4Es66zdY7CyjepqmvAg"
"2828","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","All Or Nothing","spotify:album:3v0AeWgJPrdPPZGt1tS2s0","Lil Wayne","spotify:artist:55Aa2cqylxrFIXC767Z865",1,212106,"Down",79,FALSE,"spotify:track:7LP4Es66zdY7CyjepqmvAg","https://api.spotify.com/v1/tracks/7LP4Es66zdY7CyjepqmvAg"
"2829","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","Zoë","spotify:album:1AaoFuNEJeLAw9metGwbon","Zoe Badwi","spotify:artist:16Mje1BDQmN1DWp4a94YOC",1,196874,"Freefallin - Radio Edit",0,FALSE,"spotify:track:7r7M8ZN5NVHxxFdkUzSKYQ","https://api.spotify.com/v1/tracks/7r7M8ZN5NVHxxFdkUzSKYQ"
"2830","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","THE E.N.D. (THE ENERGY NEVER DIES) [International Version]","spotify:album:0pQiRIPFblFwEummRX28Qa","Black Eyed Peas","spotify:artist:1yxSLGMDHlW21z4YXirZDS",1,268840,"Rock That Body",47,FALSE,"spotify:track:1cmQe4EYZI3J0dygdL701Q","https://api.spotify.com/v1/tracks/1cmQe4EYZI3J0dygdL701Q"
"2831","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","Down The Way","spotify:album:0C29hfEJQdcyzpTHy8tTXr","Angus & Julia Stone","spotify:artist:4tvKz56Tr39bkhcQUTO0Xr",1,239120,"Big Jet Plane",61,FALSE,"spotify:track:2fbXJ0VpxhW7j0qcg1DnoZ","https://api.spotify.com/v1/tracks/2fbXJ0VpxhW7j0qcg1DnoZ"
"2832","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","The Preview","spotify:album:2uykG1E7250p7kSnItvqsN","Chiddy Bang","spotify:artist:40giwFcTQtv9ezxW8yqxJU",1,191600,"Opposite of Adults",49,FALSE,"spotify:track:5njIZwT6fdxBv81FlpWW4Y","https://api.spotify.com/v1/tracks/5njIZwT6fdxBv81FlpWW4Y"
"2833","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","Science & Faith","spotify:album:5rtaHEtZdWQSrKJmuqPTB0","The Script","spotify:artist:3AQRLZ9PuTAozP28Skbq8V",1,252440,"For the First Time",67,TRUE,"spotify:track:49kjlZP49LMD1MrrcvXDET","https://api.spotify.com/v1/tracks/49kjlZP49LMD1MrrcvXDET"
"2834","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","Today Was A Fairytale","spotify:album:7cfhaRiLqBzuAzc6Q24nyW","Taylor Swift","spotify:artist:06HL4z0CvFAxyc27GXpf02",1,242480,"Today Was A Fairytale",53,FALSE,"spotify:track:4pFvEWbjBpPUdYRQly0THs","https://api.spotify.com/v1/tracks/4pFvEWbjBpPUdYRQly0THs"
"2835","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","Get 'Em Girls","spotify:album:7t6s6NWaLUEkRQEDqp8yNN","Jessica Mauboy","spotify:artist:6rHWAH6F4mr2AViSxMV673",1,206920,"Saturday Night (feat. Ludacris)",35,FALSE,"spotify:track:0tOuOkTosL8LbmGbiFHCZN","https://api.spotify.com/v1/tracks/0tOuOkTosL8LbmGbiFHCZN"
"2836","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","Get 'Em Girls","spotify:album:7t6s6NWaLUEkRQEDqp8yNN","Ludacris","spotify:artist:3ipn9JLAPI5GUEo4y4jcoi",1,206920,"Saturday Night (feat. Ludacris)",35,FALSE,"spotify:track:0tOuOkTosL8LbmGbiFHCZN","https://api.spotify.com/v1/tracks/0tOuOkTosL8LbmGbiFHCZN"
"2837","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","Eenie Meenie","spotify:album:7yCXgxWLZZEAiVsISKN3BF","Sean Kingston","spotify:artist:6S0dmVVn4udvppDhZIWxCr",1,201946,"Eenie Meenie",72,FALSE,"spotify:track:4vVTI94F9uJ8lHNDWKv0i2","https://api.spotify.com/v1/tracks/4vVTI94F9uJ8lHNDWKv0i2"
"2838","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","Eenie Meenie","spotify:album:7yCXgxWLZZEAiVsISKN3BF","Justin Bieber","spotify:artist:1uNFoZAHBGtllmzznpCI3s",1,201946,"Eenie Meenie",72,FALSE,"spotify:track:4vVTI94F9uJ8lHNDWKv0i2","https://api.spotify.com/v1/tracks/4vVTI94F9uJ8lHNDWKv0i2"
"2839","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","Brand New Eyes","spotify:album:3CaQTJU2Cpx7GXTgenmb2r","Paramore","spotify:artist:74XFHRwlV6OrjEM0A2NCMF",1,267653,"The Only Exception",62,FALSE,"spotify:track:3ZHfX6kbiY7JVsB63lLOLu","https://api.spotify.com/v1/tracks/3ZHfX6kbiY7JVsB63lLOLu"
"2840","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","Streets Of Gold","spotify:album:4AxDQ4lIaW71hmUQnbYDVE","3OH!3","spotify:artist:0FWzNDaEu9jdgcYTbcOa4F",1,192440,"My First Kiss (feat. Ke$ha)",52,FALSE,"spotify:track:0ixcINi5cnueFsWNllV2ou","https://api.spotify.com/v1/tracks/0ixcINi5cnueFsWNllV2ou"
"2841","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","Streets Of Gold","spotify:album:4AxDQ4lIaW71hmUQnbYDVE","Kesha","spotify:artist:6LqNN22kT3074XbTVUrhzX",1,192440,"My First Kiss (feat. Ke$ha)",52,FALSE,"spotify:track:0ixcINi5cnueFsWNllV2ou","https://api.spotify.com/v1/tracks/0ixcINi5cnueFsWNllV2ou"
"2842","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","Tik Tok (Parody) - Single","spotify:album:1YGHCyR4t3pPRpjtY3o8aE","The Midnight Beast","spotify:artist:7gYnCef01fcPbk3QiFRIGF",1,212000,"Tik Tok (Parody)",30,TRUE,"spotify:track:4jobL8u8bt6AObVdhethdy","https://api.spotify.com/v1/tracks/4jobL8u8bt6AObVdhethdy"
"2843","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","This Is Bat Country","spotify:album:0egKbmWnpVaZkvQ68ktlyr","Short Stack","spotify:artist:0EdNPfEHC714LHuN0NPIyU",1,211866,"Planets",40,FALSE,"spotify:track:532HJgeWZQIGef2hXD6iLd","https://api.spotify.com/v1/tracks/532HJgeWZQIGef2hXD6iLd"
"2844","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","Dance The Way I Feel","spotify:album:6oSmkz3JgGRAMYRQjPh7pM","Ou Est Le Swimming Pool","spotify:artist:1m3jswEIBazYObuVL9NriQ",1,208333,"Dance The Way I Feel",49,FALSE,"spotify:track:7ilyh37sEDUu7TA6JJvspv","https://api.spotify.com/v1/tracks/7ilyh37sEDUu7TA6JJvspv"
"2845","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","Mr Mysterious","spotify:album:4y5xGBiV9Arrq3I4dSZqyd","Vanessa Amorosi","spotify:artist:5M0fvL9GMc2zTuIIQwresj",1,225200,"Mr Mysterious - Single Version",32,FALSE,"spotify:track:0QflLLzGYsm6KiyseCf0CK","https://api.spotify.com/v1/tracks/0QflLLzGYsm6KiyseCf0CK"
"2846","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","Mr Mysterious","spotify:album:4y5xGBiV9Arrq3I4dSZqyd","Seany B","spotify:artist:3Nt2NcCHdJFvvSoowWH4jL",1,225200,"Mr Mysterious - Single Version",32,FALSE,"spotify:track:0QflLLzGYsm6KiyseCf0CK","https://api.spotify.com/v1/tracks/0QflLLzGYsm6KiyseCf0CK"
"2847","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","THE E.N.D. (THE ENERGY NEVER DIES) [International Version]","spotify:album:0pQiRIPFblFwEummRX28Qa","Black Eyed Peas","spotify:artist:1yxSLGMDHlW21z4YXirZDS",1,257560,"Imma Be",47,FALSE,"spotify:track:22538YKRjtLLuosd61VUOn","https://api.spotify.com/v1/tracks/22538YKRjtLLuosd61VUOn"
"2848","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","Cardiology","spotify:album:08utRHYjRSDcceEsjFRFX0","Good Charlotte","spotify:artist:5aYyPjAsLj7UzANzdupwnS",1,210506,"Like It's Her Birthday",50,FALSE,"spotify:track:0AYw1CBLLNu0umIuCoq77M","https://api.spotify.com/v1/tracks/0AYw1CBLLNu0umIuCoq77M"
"2849","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","Streets Of Gold","spotify:album:4AxDQ4lIaW71hmUQnbYDVE","3OH!3","spotify:artist:0FWzNDaEu9jdgcYTbcOa4F",1,202666,"STARSTRUKK (feat. Katy Perry)",42,TRUE,"spotify:track:0fzbGFozA92t0Grw3qw6EB","https://api.spotify.com/v1/tracks/0fzbGFozA92t0Grw3qw6EB"
"2850","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","Streets Of Gold","spotify:album:4AxDQ4lIaW71hmUQnbYDVE","Matt Squire","spotify:artist:3Pk9L2rUT7wj7queJvrlp5",1,202666,"STARSTRUKK (feat. Katy Perry)",42,TRUE,"spotify:track:0fzbGFozA92t0Grw3qw6EB","https://api.spotify.com/v1/tracks/0fzbGFozA92t0Grw3qw6EB"
"2851","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","One More Love","spotify:album:5DJc5qCdB5pPrDO97LXjeW","David Guetta","spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai",1,195853,"Sexy Bitch (feat. Akon)",74,TRUE,"spotify:track:127uq83uGFapbddqiMUKky","https://api.spotify.com/v1/tracks/127uq83uGFapbddqiMUKky"
"2852","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","One More Love","spotify:album:5DJc5qCdB5pPrDO97LXjeW","Akon","spotify:artist:0z4gvV4rjIZ9wHck67ucSV",1,195853,"Sexy Bitch (feat. Akon)",74,TRUE,"spotify:track:127uq83uGFapbddqiMUKky","https://api.spotify.com/v1/tracks/127uq83uGFapbddqiMUKky"
"2853","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","This Is War","spotify:album:6OlCoydaNFUU7v1Xo5ZJPx","Thirty Seconds To Mars","spotify:artist:0RqtSIYZmd4fiBKVFqyIqD",1,273466,"Closer To The Edge",58,FALSE,"spotify:track:0UZwcRQAk4QR09HtGRZhYC","https://api.spotify.com/v1/tracks/0UZwcRQAk4QR09HtGRZhYC"
"2854","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","Speak Now","spotify:album:6Ar2o9KCqcyYF9J0aQP3au","Taylor Swift","spotify:artist:06HL4z0CvFAxyc27GXpf02",1,230546,"Mine - POP Mix",51,FALSE,"spotify:track:0GxW5K0qzrq7L1jwSY5OmY","https://api.spotify.com/v1/tracks/0GxW5K0qzrq7L1jwSY5OmY"
"2855","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","Midnight Remember","spotify:album:1bTLZ2jx6XFR6P9YPzQPuk","Little Red","spotify:artist:74WcfqC2hmUFHEJs0PDqYi",1,210160,"Rock It",0,FALSE,"spotify:track:2uVvdA2rIdY1kSO1khtEkg","https://api.spotify.com/v1/tracks/2uVvdA2rIdY1kSO1khtEkg"
"2856","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","Some Kind of Trouble (Deluxe Edition)","spotify:album:5b6T7m3DbNlWTwnaiuic2W","James Blunt","spotify:artist:7KMqksf0UMdyA0UCf4R3ux",1,216333,"Stay the Night",60,FALSE,"spotify:track:7FFl1IHSsPWsfUCladsCl9","https://api.spotify.com/v1/tracks/7FFl1IHSsPWsfUCladsCl9"
"2857","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","The Resistance","spotify:album:0eFHYz8NmK75zSplL5qlfM","Muse","spotify:artist:12Chz98pHFMPJEknJQMWvI",1,235000,"Undisclosed Desires",65,FALSE,"spotify:track:0It6VJoMAare1zdV2wxqZq","https://api.spotify.com/v1/tracks/0It6VJoMAare1zdV2wxqZq"
"2858","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","Like It Like That","spotify:album:5mrXvDnW1MK275vDsplMIF","Guy Sebastian","spotify:artist:5PjekOABtfU2Kwo0AHVmci",1,238786,"Art of Love (feat. Jordin Sparks)",48,FALSE,"spotify:track:2BO8KWwoED1420THvmk3ZH","https://api.spotify.com/v1/tracks/2BO8KWwoED1420THvmk3ZH"
"2859","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","Like It Like That","spotify:album:5mrXvDnW1MK275vDsplMIF","Jordin Sparks","spotify:artist:2AQjGvtT0pFYfxR3neFcvz",1,238786,"Art of Love (feat. Jordin Sparks)",48,FALSE,"spotify:track:2BO8KWwoED1420THvmk3ZH","https://api.spotify.com/v1/tracks/2BO8KWwoED1420THvmk3ZH"
"2860","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","One More Love","spotify:album:5DJc5qCdB5pPrDO97LXjeW","David Guetta","spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai",2,201040,"Who's That Chick? (feat. Rihanna)",66,FALSE,"spotify:track:6qUSs4FDzZUdAhY6JDIJfa","https://api.spotify.com/v1/tracks/6qUSs4FDzZUdAhY6JDIJfa"
"2861","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","Restless","spotify:album:7BKUaIZLd76SofqrLIusog","Amy Meredith","spotify:artist:2ZmmVo9SlM8XJH97UWEu7l",1,180266,"Lying",35,FALSE,"spotify:track:6Jq9SD7G1CC5A9G9wYyJYk","https://api.spotify.com/v1/tracks/6Jq9SD7G1CC5A9G9wYyJYk"
"2862","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","Greatest Hits...So Far!!!","spotify:album:2dpS2uYlkzDsPjl3IZbNjD","P!nk","spotify:artist:1KCSPY1glIKqW2TotWuXOR",1,213413,"F**kin' Perfect",64,TRUE,"spotify:track:3MGJF1CDFGfjXESL2Heva0","https://api.spotify.com/v1/tracks/3MGJF1CDFGfjXESL2Heva0"
"2863","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","My Worlds (International Version)","spotify:album:0ALfQaGYSvcRNV5OLbixA3","Justin Bieber","spotify:artist:1uNFoZAHBGtllmzznpCI3s",1,215866,"One Time",47,FALSE,"spotify:track:4vaR4v3KN1NmUMdYxED8Gm","https://api.spotify.com/v1/tracks/4vaR4v3KN1NmUMdYxED8Gm"
"2864","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","The Time Of Our Lives (International Version)","spotify:album:0IuHVgAvbNDJnJepuSZ8Oz","Miley Cyrus","spotify:artist:5YGY8feqx7naU7z4HrwZM6",1,202066,"Party In The U.S.A.",79,FALSE,"spotify:track:3E7dfMvvCLUddWissuqMwr","https://api.spotify.com/v1/tracks/3E7dfMvvCLUddWissuqMwr"
"2865","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","Pitbull Starring In Rebelution","spotify:album:5xLAcbvbSAlRtPXnKkggXA","Pitbull","spotify:artist:0TnOYISbd1XYRBk9myaseg",1,237640,"Hotel Room Service",52,FALSE,"spotify:track:6dKJWmXeYPznzolqo4K6Uq","https://api.spotify.com/v1/tracks/6dKJWmXeYPznzolqo4K6Uq"
"2866","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","Take Your Shirt Off","spotify:album:6Ci0aa8UuxgUNROh3a6bOt","T-Pain","spotify:artist:3aQeKQSyrW4qWr35idm0cy",1,228893,"Take Your Shirt Off",50,TRUE,"spotify:track:6BKtGdvO4IooVZdbF8bDyP","https://api.spotify.com/v1/tracks/6BKtGdvO4IooVZdbF8bDyP"
"2867","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","THE E.N.D. (THE ENERGY NEVER DIES) [International Version]","spotify:album:0pQiRIPFblFwEummRX28Qa","Black Eyed Peas","spotify:artist:1yxSLGMDHlW21z4YXirZDS",1,284373,"Meet Me Halfway",59,FALSE,"spotify:track:0fXQkrDzvDQiZW4sxSkRUl","https://api.spotify.com/v1/tracks/0fXQkrDzvDQiZW4sxSkRUl"
"2868","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","Pitbull Starring In Rebelution","spotify:album:5xLAcbvbSAlRtPXnKkggXA","Pitbull","spotify:artist:0TnOYISbd1XYRBk9myaseg",1,226093,"Shut It Down",35,TRUE,"spotify:track:14UjqB0xdlZranNXnB4oKW","https://api.spotify.com/v1/tracks/14UjqB0xdlZranNXnB4oKW"
"2869","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","Pitbull Starring In Rebelution","spotify:album:5xLAcbvbSAlRtPXnKkggXA","Akon","spotify:artist:0z4gvV4rjIZ9wHck67ucSV",1,226093,"Shut It Down",35,TRUE,"spotify:track:14UjqB0xdlZranNXnB4oKW","https://api.spotify.com/v1/tracks/14UjqB0xdlZranNXnB4oKW"
"2870","spotify:playlist:35AzQATJbDOQaLoFIxGhVG","Everybody Wants To Be On TV","spotify:album:0X1QCeX7MNmOxYIpfnhVg0","Scouting For Girls","spotify:artist:2wpJOPmf1TIOzrB9mzHifd",1,210680,"This Ain't a Love Song",38,FALSE,"spotify:track:6F0iFjwpJHdp6vLgqt3FAR","https://api.spotify.com/v1/tracks/6F0iFjwpJHdp6vLgqt3FAR"
"2871","spotify:playlist:36baBESEC1QQdZ3eBkVatP","Closer","spotify:album:0rSLgV8p5FzfnqlEk4GzxE","The Chainsmokers","spotify:artist:69GGBxA162lTqCwzJG5jLp",1,244960,"Closer",84,FALSE,"spotify:track:7BKLCZ1jbUBVqRi2FVlTVw","https://api.spotify.com/v1/tracks/7BKLCZ1jbUBVqRi2FVlTVw"
"2872","spotify:playlist:36baBESEC1QQdZ3eBkVatP","Closer","spotify:album:0rSLgV8p5FzfnqlEk4GzxE","Halsey","spotify:artist:26VFTg2z8YR0cCuwLzESi2",1,244960,"Closer",84,FALSE,"spotify:track:7BKLCZ1jbUBVqRi2FVlTVw","https://api.spotify.com/v1/tracks/7BKLCZ1jbUBVqRi2FVlTVw"
"2873","spotify:playlist:36baBESEC1QQdZ3eBkVatP","Views","spotify:album:40GMAhriYJRO1rsY4YdrZb","Drake","spotify:artist:3TVXtAsR1Inumwj472S9r4",1,173986,"One Dance",81,FALSE,"spotify:track:1zi7xx7UVEFkmKfv06H8x0","https://api.spotify.com/v1/tracks/1zi7xx7UVEFkmKfv06H8x0"
"2874","spotify:playlist:36baBESEC1QQdZ3eBkVatP","Views","spotify:album:40GMAhriYJRO1rsY4YdrZb","WizKid","spotify:artist:3tVQdUvClmAT7URs9V3rsp",1,173986,"One Dance",81,FALSE,"spotify:track:1zi7xx7UVEFkmKfv06H8x0","https://api.spotify.com/v1/tracks/1zi7xx7UVEFkmKfv06H8x0"
"2875","spotify:playlist:36baBESEC1QQdZ3eBkVatP","Views","spotify:album:40GMAhriYJRO1rsY4YdrZb","Kyla","spotify:artist:77DAFfvm3O9zT5dIoG0eIO",1,173986,"One Dance",81,FALSE,"spotify:track:1zi7xx7UVEFkmKfv06H8x0","https://api.spotify.com/v1/tracks/1zi7xx7UVEFkmKfv06H8x0"
"2876","spotify:playlist:36baBESEC1QQdZ3eBkVatP","Lukas Graham","spotify:album:4rFrdkSWs0dtj0rWPzOk1v","Lukas Graham","spotify:artist:25u4wHJWxCA9vO0CzxAbK7",1,237300,"7 Years",79,FALSE,"spotify:track:5kqIPrATaCc2LqxVWzQGbk","https://api.spotify.com/v1/tracks/5kqIPrATaCc2LqxVWzQGbk"
